Description,Photos,Group
"Bennie Corleonne	3 d	  ·	+32	Casa Jardines del country ""	Negocio local	Enviar mensaje	Casa Jardines del country ""	16 de mayo de 2023	  ·	Disponible para 1 de marzo 2024 aprox	Rento casa en  Frac Alta california::: lopez mateos sur atras de el pueblo de San Agustin(salida carr a Colima) Nuevas 	… Ver más	Me gusta	Comentar	Compartir		Escribe un comentario público…","",1504083032972281
"Bennie Corleonne	3 d	  ·	+32	Casa Jardines del country ""	Negocio local	Enviar mensaje	Casa Jardines del country ""	16 de mayo de 2023	  ·	Disponible para 1 de marzo 2024 aprox	Rento casa en  Frac Alta california::: lopez mateos sur atras de el pueblo de San Agustin(salida carr a Colima) Nuevas 	… Ver más	Me gusta	Comentar	Compartir		Escribe un comentario público…","",250866605349037
"Bennie Corleonne	4 d	  ·	+11	Estudios y depas Don Emilio 2	28 de diciembre de 2023	  ·	Disponibilidad hoy 14 de marzo del 2023 ya con su mtto	Rento depto amueblado en Condominio Parián #1894 Torre E depto 6 en col Jardines del Country, Guadalajara… Ver más	Me gusta	Comentar	Compartir		Escribe un comentario público…","",1504083032972281
"Bennie Corleonne	4 d	  ·	+32	Casa Jardines del country ""	Negocio local	Enviar mensaje	Casa Jardines del country ""	16 de mayo de 2023	  ·	Disponible para 1 de marzo 2024 aprox	Rento casa en  Frac Alta california::: lopez mateos sur atras de el pueblo de San Agustin(salida carr a Colima) Nuevas 	… Ver más	Me gusta	Comentar	Compartir		Escribe un comentario público…","",124943894894711
"Bennie Corleonne	5 d	  ·	+32	Casa Jardines del country ""	Negocio local	Enviar mensaje	Casa Jardines del country ""	16 de mayo de 2023	  ·	Disponible para 1 de marzo 2024 aprox	Rento casa en  Frac Alta california::: lopez mateos sur atras de el pueblo de San Agustin(salida carr a Colima) Nuevas 	… Ver más	Me gusta	Comentar	Compartir		Escribe un comentario público…","",418378306327844
"Bennie Corleonne	5 d	  ·	+32	Casa Jardines del country ""	Negocio local	Enviar mensaje	Casa Jardines del country ""	16 de mayo de 2023	  ·	Disponible para 1 de marzo 2024 aprox	Rento casa en  Frac Alta california::: lopez mateos sur atras de el pueblo de San Agustin(salida carr a Colima) Nuevas 	… Ver más	Me gusta	Comentar	Compartir		Escribe un comentario público…","",443342110118758
"Bienes Raíces Damava Alejandra Ruiz	4 d	  ·	RENTA Departamento	Parques Guadalajara..	$9,500	(ya incluye mnto)	Departamento para estrenar en el condominio Parques Guadalajara,	cuenta con dos habitaciones con closet, un baño completo con cancel de cristal, área de sala comedor de muy buen tamaño, cocina integral con parrilla y campana, área de lavado interior, un espacio de estacionamiento techado todo el departamento tiene persianas y además ya cuenta con contrato de gas , listo para habitar.	Ver más	+5	Bienes Raíces Damava Alejandra Ruiz	11 de abril a las 3:57 pm	  ·	RENTA Departamento	 Parques Guadalajara..	$9,500 	(ya incluye mnto)	Departamento para estrenar en el condominio Parques Guadalajara, 	cu… Ver más	Me gusta	Comentar	Compartir		Escribe un comentario público…","https://www.facebook.com/photo/?fbid=417147554459740&amp;set=pcb.417150681126094&amp;__cft__[0]=AZWWu8ihktfg5lUXPUmg0skY88Z6UkV42OoQP_GSFeo7PH_z_bZ7h_Ft0q0Hv0-C8jOYSCIBXAqBCHhIKejNoMpQnVerDRkDzR_JsWPlWqtmDNOdnsAHf0qHa0aLAuIQ4DDaRTpDNYO1WIMCT3dW5xtAkE79JKPpIKsU5doCtGtbt4aO72XKOuo7DYGkb2BWw6ICWerJGqWl4K_IpTsvtbr7bU8RcZ3CJTEfgotNauhwp4IZspNAj9Ir8AvIzM5sJ8GpmoBB-Ge9K1ckJDjOP4Q3&amp;__tn__=*bH-y-R,https://www.facebook.com/photo/?fbid=417147557793073&amp;set=pcb.417150681126094&amp;__cft__[0]=AZWWu8ihktfg5lUXPUmg0skY88Z6UkV42OoQP_GSFeo7PH_z_bZ7h_Ft0q0Hv0-C8jOYSCIBXAqBCHhIKejNoMpQnVerDRkDzR_JsWPlWqtmDNOdnsAHf0qHa0aLAuIQ4DDaRTpDNYO1WIMCT3dW5xtAkE79JKPpIKsU5doCtGtbt4aO72XKOuo7DYGkb2BWw6ICWerJGqWl4K_IpTsvtbr7bU8RcZ3CJTEfgotNauhwp4IZspNAj9Ir8AvIzM5sJ8GpmoBB-Ge9K1ckJDjOP4Q3&amp;__tn__=*bH-y-R,https://www.facebook.com/photo/?fbid=417147517793077&amp;set=pcb.417150681126094&amp;__cft__[0]=AZWWu8ihktfg5lUXPUmg0skY88Z6UkV42OoQP_GSFeo7PH_z_bZ7h_Ft0q0Hv0-C8jOYSCIBXAqBCHhIKejNoMpQnVerDRkDzR_JsWPlWqtmDNOdnsAHf0qHa0aLAuIQ4DDaRTpDNYO1WIMCT3dW5xtAkE79JKPpIKsU5doCtGtbt4aO72XKOuo7DYGkb2BWw6ICWerJGqWl4K_IpTsvtbr7bU8RcZ3CJTEfgotNauhwp4IZspNAj9Ir8AvIzM5sJ8GpmoBB-Ge9K1ckJDjOP4Q3&amp;__tn__=*bH-y-R,https://www.facebook.com/photo/?fbid=417147364459759&amp;set=pcb.417150681126094&amp;__cft__[0]=AZWWu8ihktfg5lUXPUmg0skY88Z6UkV42OoQP_GSFeo7PH_z_bZ7h_Ft0q0Hv0-C8jOYSCIBXAqBCHhIKejNoMpQnVerDRkDzR_JsWPlWqtmDNOdnsAHf0qHa0aLAuIQ4DDaRTpDNYO1WIMCT3dW5xtAkE79JKPpIKsU5doCtGtbt4aO72XKOuo7DYGkb2BWw6ICWerJGqWl4K_IpTsvtbr7bU8RcZ3CJTEfgotNauhwp4IZspNAj9Ir8AvIzM5sJ8GpmoBB-Ge9K1ckJDjOP4Q3&amp;__tn__=*bH-y-R,https://www.facebook.com/photo/?fbid=417147354459760&amp;set=pcb.417150681126094&amp;__cft__[0]=AZWWu8ihktfg5lUXPUmg0skY88Z6UkV42OoQP_GSFeo7PH_z_bZ7h_Ft0q0Hv0-C8jOYSCIBXAqBCHhIKejNoMpQnVerDRkDzR_JsWPlWqtmDNOdnsAHf0qHa0aLAuIQ4DDaRTpDNYO1WIMCT3dW5xtAkE79JKPpIKsU5doCtGtbt4aO72XKOuo7DYGkb2BWw6ICWerJGqWl4K_IpTsvtbr7bU8RcZ3CJTEfgotNauhwp4IZspNAj9Ir8AvIzM5sJ8GpmoBB-Ge9K1ckJDjOP4Q3&amp;__tn__=*bH-y-R",1504083032972281
"Bienes Raíces M11	1 d	  ·	CASA EN RENTA EN JARDINES DE LA PAZ CON ACABADOS DE LUJO 	22’000 	 Renta	Características 	4 Recamaras	3.5 baños	Sala… Ver más	+16	Todas las reacciones:	1	1	1 vez compartido	Me gusta	Comentar	Compartir		Escribe un comentario público…","https://www.facebook.com/photo/?fbid=828104346021591&amp;set=pcb.1141911277004790&amp;__cft__[0]=AZWJJpVe_OS0FqQMaeT7k5XnrTBgau6e66MFZ59J9BWCnH5nH8WPuJ0ixBmFv2WHs2h0mdBU_YgE6wemKUeTQIwREe19DyagsRb7VZyBkCHxS3uxOvi13Fvfr32RmX3TSwhfmRr7rgx8tbSvIyoYDlJQ911mE3gxb6IkVoPL8YacYHLc_yS-jI4OTt3iMO2AvtgO3cC-_bS-UzVekDr4dCYtBxt4QIuaZPHi5WXskE0tYlA0tBGoiJvnOYtU6XDWBXQ&amp;__tn__=*bH-R,https://www.facebook.com/photo/?fbid=828104342688258&amp;set=pcb.1141911277004790&amp;__cft__[0]=AZWJJpVe_OS0FqQMaeT7k5XnrTBgau6e66MFZ59J9BWCnH5nH8WPuJ0ixBmFv2WHs2h0mdBU_YgE6wemKUeTQIwREe19DyagsRb7VZyBkCHxS3uxOvi13Fvfr32RmX3TSwhfmRr7rgx8tbSvIyoYDlJQ911mE3gxb6IkVoPL8YacYHLc_yS-jI4OTt3iMO2AvtgO3cC-_bS-UzVekDr4dCYtBxt4QIuaZPHi5WXskE0tYlA0tBGoiJvnOYtU6XDWBXQ&amp;__tn__=*bH-R,https://www.facebook.com/photo/?fbid=828104356021590&amp;set=pcb.1141911277004790&amp;__cft__[0]=AZWJJpVe_OS0FqQMaeT7k5XnrTBgau6e66MFZ59J9BWCnH5nH8WPuJ0ixBmFv2WHs2h0mdBU_YgE6wemKUeTQIwREe19DyagsRb7VZyBkCHxS3uxOvi13Fvfr32RmX3TSwhfmRr7rgx8tbSvIyoYDlJQ911mE3gxb6IkVoPL8YacYHLc_yS-jI4OTt3iMO2AvtgO3cC-_bS-UzVekDr4dCYtBxt4QIuaZPHi5WXskE0tYlA0tBGoiJvnOYtU6XDWBXQ&amp;__tn__=*bH-R,https://www.facebook.com/photo/?fbid=828104439354915&amp;set=pcb.1141911277004790&amp;__cft__[0]=AZWJJpVe_OS0FqQMaeT7k5XnrTBgau6e66MFZ59J9BWCnH5nH8WPuJ0ixBmFv2WHs2h0mdBU_YgE6wemKUeTQIwREe19DyagsRb7VZyBkCHxS3uxOvi13Fvfr32RmX3TSwhfmRr7rgx8tbSvIyoYDlJQ911mE3gxb6IkVoPL8YacYHLc_yS-jI4OTt3iMO2AvtgO3cC-_bS-UzVekDr4dCYtBxt4QIuaZPHi5WXskE0tYlA0tBGoiJvnOYtU6XDWBXQ&amp;__tn__=*bH-R,https://www.facebook.com/photo/?fbid=828104432688249&amp;set=pcb.1141911277004790&amp;__cft__[0]=AZWJJpVe_OS0FqQMaeT7k5XnrTBgau6e66MFZ59J9BWCnH5nH8WPuJ0ixBmFv2WHs2h0mdBU_YgE6wemKUeTQIwREe19DyagsRb7VZyBkCHxS3uxOvi13Fvfr32RmX3TSwhfmRr7rgx8tbSvIyoYDlJQ911mE3gxb6IkVoPL8YacYHLc_yS-jI4OTt3iMO2AvtgO3cC-_bS-UzVekDr4dCYtBxt4QIuaZPHi5WXskE0tYlA0tBGoiJvnOYtU6XDWBXQ&amp;__tn__=*bH-R",208120910383836
"Brenda Martinez	16 de enero	  ·	Habitaciones Disponibles CON SERVICIOS INCLUIDOS!!	-SOLO PARA HOMBRES 	-A 10 minutos de plaza LA PERLA! 	-Expo Guadalajara etc.… Ver más	+8	Todas las reacciones:	1	1	1 comentario	Me gusta	Comentar	Compartir	Jesus Marquez	$	10 sem	Me gusta	Responder	Compartir		Escribe un comentario público…","https://www.facebook.com/photo/?fbid=361202486547351&amp;set=pcb.1292189634786826&amp;__cft__[0]=AZXd6CiEOi7jZte5h1OXBTUbR4QvtynwII2p3dp7LYYXvhRjNOKIlBH2acCuY5J4vzj6haIPHkvkpIhdnDuyAhXTKCLRUZh2T0-iHEYmmyW7wN-U4LcIx6Nd3Obs2HQ4tIAMsQv8LbYb9HrPVG79wB3If7We_P_p_VcxJo8uN2eXP4G4NdPDwsSu83hM8kPr8FepWsf9e3C2-rVk2rKYBjy8&amp;__tn__=*bH-R,https://www.facebook.com/photo/?fbid=361202483214018&amp;set=pcb.1292189634786826&amp;__cft__[0]=AZXd6CiEOi7jZte5h1OXBTUbR4QvtynwII2p3dp7LYYXvhRjNOKIlBH2acCuY5J4vzj6haIPHkvkpIhdnDuyAhXTKCLRUZh2T0-iHEYmmyW7wN-U4LcIx6Nd3Obs2HQ4tIAMsQv8LbYb9HrPVG79wB3If7We_P_p_VcxJo8uN2eXP4G4NdPDwsSu83hM8kPr8FepWsf9e3C2-rVk2rKYBjy8&amp;__tn__=*bH-R,https://www.facebook.com/photo/?fbid=361202489880684&amp;set=pcb.1292189634786826&amp;__cft__[0]=AZXd6CiEOi7jZte5h1OXBTUbR4QvtynwII2p3dp7LYYXvhRjNOKIlBH2acCuY5J4vzj6haIPHkvkpIhdnDuyAhXTKCLRUZh2T0-iHEYmmyW7wN-U4LcIx6Nd3Obs2HQ4tIAMsQv8LbYb9HrPVG79wB3If7We_P_p_VcxJo8uN2eXP4G4NdPDwsSu83hM8kPr8FepWsf9e3C2-rVk2rKYBjy8&amp;__tn__=*bH-R,https://www.facebook.com/photo/?fbid=361202566547343&amp;set=pcb.1292189634786826&amp;__cft__[0]=AZXd6CiEOi7jZte5h1OXBTUbR4QvtynwII2p3dp7LYYXvhRjNOKIlBH2acCuY5J4vzj6haIPHkvkpIhdnDuyAhXTKCLRUZh2T0-iHEYmmyW7wN-U4LcIx6Nd3Obs2HQ4tIAMsQv8LbYb9HrPVG79wB3If7We_P_p_VcxJo8uN2eXP4G4NdPDwsSu83hM8kPr8FepWsf9e3C2-rVk2rKYBjy8&amp;__tn__=*bH-R,https://www.facebook.com/photo/?fbid=361202576547342&amp;set=pcb.1292189634786826&amp;__cft__[0]=AZXd6CiEOi7jZte5h1OXBTUbR4QvtynwII2p3dp7LYYXvhRjNOKIlBH2acCuY5J4vzj6haIPHkvkpIhdnDuyAhXTKCLRUZh2T0-iHEYmmyW7wN-U4LcIx6Nd3Obs2HQ4tIAMsQv8LbYb9HrPVG79wB3If7We_P_p_VcxJo8uN2eXP4G4NdPDwsSu83hM8kPr8FepWsf9e3C2-rVk2rKYBjy8&amp;__tn__=*bH-R",324860251519774
"Brenda Martinez	29 de febrero	  ·	Habitación disponible para HOMBRE ! 	A 5 minutos de plaza la perla ! 	Todos los servicios incluidos ! 	Bañó propio!… Ver más	+2	Me gusta	Comentar	Compartir		Escribe un comentario público…","https://www.facebook.com/photo/?fbid=385983324069267&amp;set=pcb.711905651102523&amp;__cft__[0]=AZUPdRYlODJotrg11sv7YFAaj997CyWV-IXY5PQiwwruXDb2-Sd08_boAd1XoSsp-nAG7xET2uxoW9kh2GWP3eIDLCCdFQIBnInVDP8OTBKqJ9sW0MlX7HQtB1aI9lq85U9Ykcbcg4DWX5XjJeYTRGSwvrLcI_ZaJl_rBSWq2ewghB_mBjnqQbkSDYaxSiEDr8pPhglRfCKUrFSDUniKC0TR&amp;__tn__=*bH-R,https://www.facebook.com/photo/?fbid=385983334069266&amp;set=pcb.711905651102523&amp;__cft__[0]=AZUPdRYlODJotrg11sv7YFAaj997CyWV-IXY5PQiwwruXDb2-Sd08_boAd1XoSsp-nAG7xET2uxoW9kh2GWP3eIDLCCdFQIBnInVDP8OTBKqJ9sW0MlX7HQtB1aI9lq85U9Ykcbcg4DWX5XjJeYTRGSwvrLcI_ZaJl_rBSWq2ewghB_mBjnqQbkSDYaxSiEDr8pPhglRfCKUrFSDUniKC0TR&amp;__tn__=*bH-R,https://www.facebook.com/photo/?fbid=385983410735925&amp;set=pcb.711905651102523&amp;__cft__[0]=AZUPdRYlODJotrg11sv7YFAaj997CyWV-IXY5PQiwwruXDb2-Sd08_boAd1XoSsp-nAG7xET2uxoW9kh2GWP3eIDLCCdFQIBnInVDP8OTBKqJ9sW0MlX7HQtB1aI9lq85U9Ykcbcg4DWX5XjJeYTRGSwvrLcI_ZaJl_rBSWq2ewghB_mBjnqQbkSDYaxSiEDr8pPhglRfCKUrFSDUniKC0TR&amp;__tn__=*bH-R,https://www.facebook.com/photo/?fbid=385983477402585&amp;set=pcb.711905651102523&amp;__cft__[0]=AZUPdRYlODJotrg11sv7YFAaj997CyWV-IXY5PQiwwruXDb2-Sd08_boAd1XoSsp-nAG7xET2uxoW9kh2GWP3eIDLCCdFQIBnInVDP8OTBKqJ9sW0MlX7HQtB1aI9lq85U9Ykcbcg4DWX5XjJeYTRGSwvrLcI_ZaJl_rBSWq2ewghB_mBjnqQbkSDYaxSiEDr8pPhglRfCKUrFSDUniKC0TR&amp;__tn__=*bH-R,https://www.facebook.com/photo/?fbid=385983464069253&amp;set=pcb.711905651102523&amp;__cft__[0]=AZUPdRYlODJotrg11sv7YFAaj997CyWV-IXY5PQiwwruXDb2-Sd08_boAd1XoSsp-nAG7xET2uxoW9kh2GWP3eIDLCCdFQIBnInVDP8OTBKqJ9sW0MlX7HQtB1aI9lq85U9Ykcbcg4DWX5XjJeYTRGSwvrLcI_ZaJl_rBSWq2ewghB_mBjnqQbkSDYaxSiEDr8pPhglRfCKUrFSDUniKC0TR&amp;__tn__=*bH-R",353648613594897
"Brii Gisel Prz	12 de abril a las 5:06 pm	  ·	SE RENTA Habitación AMUEBLADA -Privada para Mujer 	$4,400 mensuales + SERVICIOS (se dividen entre las integrantes	La casa cuenta con :	-cocina completamente equipada	-Área de sala con TV	-A… Ver más	Me gusta	Comentar	Compartir		Escribe un comentario público…","https://www.facebook.com/photo/?fbid=10225612463840479&amp;set=gm.735662022060219&amp;idorvanity=353648613594897&amp;__cft__[0]=AZXG1Xd5eVUwrgexs67CTSX7nmoewL1zQeg70BG2D66Bl7lwlOp6EZ_iozk77yXnZPDKiW4iaNEhX6Jqodmw-RTWYUY1MBMfkq97m77J_A9-IVUgy6m580fmNgBhKpA72GVeLld8WCqB5ABNOeygFsK5DUptoA3V_BcVk1H0K4DLfmPARUtj4_Ic6F7cHFjUhVnbrHajJfGTkPqo2PoEffag&amp;__tn__=EH-R",353648613594897
"Brii Gisel Prz	23 h	  ·	SE RENTA Habitación AMUEBLADA -Privada para Mujer 	$4,400 mensuales + SERVICIOS (se dividen entre las integrantes	La casa cuenta con :	-cocina completamente equipada	-Área de sala con TV	-A… Ver más	Me gusta	Comentar	Compartir		Escribe un comentario público…","https://www.facebook.com/photo/?fbid=10225632369898118&amp;set=gm.738442925115462&amp;idorvanity=353648613594897&amp;__cft__[0]=AZWRh0AHcTLiXQfo67VdNxN1UKiI6L9d-HcpFvoMfkPquujoZD7vByWGJf-Fudo3Qe3OlN54JEatre-zGATAEFRgCRLiDHxCGFj94O2ABC3-zjZX_hApy02vhuD9SELwXbqKrm87dui0R32UCJ1Z-mpB51dCywvGJt56gb12UzcIGJkltT7DJ3l_j5Ds-J_p1ZrGkInMQta-dPkGYyNz1bUF&amp;__tn__=EH-R",353648613594897
"Brilla Mclean	1 d	  ·	La vado de salas a domicilio	$499,00	Comprar	Me gusta	Comentar	Compartir		Escribe un comentario público…","",2982751505128088
"Brincolines torres"	9 h	  ·	Brincolines torres"	Organizador(a) de eventos	Enviar mensaje	Brincolines torres"	9 h	  ·	Brincolines torres" 	 RENTA DE TABLONES, SILLAS ACOJINADAS, TOLDO, BRINCOLIN ACUATICO, BOCINA ALBERCA	 3339044470 O 3311423096 	Será un placer atenderte	Me gusta	Comentar	Compartir		Escribe un comentario público…","https://www.facebook.com/photo/?fbid=471923332012419&amp;set=a.175815704956518&amp;__cft__[0]=AZUWy8L3_Ff3X8st-YCnUTCHQHPKALUOc9g8qGUkEtx8d54xtzhaPETSwLz7b-TjJ4rYHOxzBA8rwb2Ky3Zd1PpDYzblaH2lK2vICp1rlLGPJ0rQSrplqnkyDpjYl_3fNh0e4i9erVXriRMoB6LkBvULd9H3mCZITmkfNj-JeyKki7xJf9d-5an_69UiUPlNCp4yfcwxYeVQGoUJvegKYXfOzYefLr2hFYb45Mq9GrQRPYvM9jJpl1QUtTYbMsl7bslJS57allpvA_3D2ztHMP0y&amp;__tn__=EH-y-R",2137709699866862
"Cabaña Presa	2 d	  ·	+9	Cabaña Presa	2 d	  ·	Renta de cabañas con alberca climatizada con panel solar 	Ven a pasar un agradable día en compañía de familia o amigos cerca de Guadalajara..	Ubicados a solo … Ver más	Todas las reacciones:	1	1	Me gusta	Comentar	Compartir		Escribe un comentario público…","https://www.facebook.com/photo/?fbid=989767535907406&amp;set=pcb.1483258095597232&amp;__cft__[0]=AZUUQ-D7ltJ_maxJ1worJvLUYl6qpkT5ummrqlKVmpwoJThOe77G9bPJbBlgXJ0TwD4YNmONeIHTtbYdaOOo2yuTgD2jPpX9moqNnBz09Bx3XggWNsdOZP4DdsZGK7Vh21G7s2pQqmAIcQvAXPVG6xkLvwbacC35tyDcudFeVjmxTXy_9-kKBoY8U1Xhu27clXzHRIPxElgKLdyGV1MGqyAi2AHdpyRs74JK1DJ95MGRwhQYy_o8pu70lb4JnH1fadz0LaVE5f1iNtD03dlKQ1oh&amp;__tn__=*bH-y-R,https://www.facebook.com/photo/?fbid=989767592574067&amp;set=pcb.1483258095597232&amp;__cft__[0]=AZUUQ-D7ltJ_maxJ1worJvLUYl6qpkT5ummrqlKVmpwoJThOe77G9bPJbBlgXJ0TwD4YNmONeIHTtbYdaOOo2yuTgD2jPpX9moqNnBz09Bx3XggWNsdOZP4DdsZGK7Vh21G7s2pQqmAIcQvAXPVG6xkLvwbacC35tyDcudFeVjmxTXy_9-kKBoY8U1Xhu27clXzHRIPxElgKLdyGV1MGqyAi2AHdpyRs74JK1DJ95MGRwhQYy_o8pu70lb4JnH1fadz0LaVE5f1iNtD03dlKQ1oh&amp;__tn__=*bH-y-R,https://www.facebook.com/photo/?fbid=989767645907395&amp;set=pcb.1483258095597232&amp;__cft__[0]=AZUUQ-D7ltJ_maxJ1worJvLUYl6qpkT5ummrqlKVmpwoJThOe77G9bPJbBlgXJ0TwD4YNmONeIHTtbYdaOOo2yuTgD2jPpX9moqNnBz09Bx3XggWNsdOZP4DdsZGK7Vh21G7s2pQqmAIcQvAXPVG6xkLvwbacC35tyDcudFeVjmxTXy_9-kKBoY8U1Xhu27clXzHRIPxElgKLdyGV1MGqyAi2AHdpyRs74JK1DJ95MGRwhQYy_o8pu70lb4JnH1fadz0LaVE5f1iNtD03dlKQ1oh&amp;__tn__=*bH-y-R,https://www.facebook.com/photo/?fbid=989767729240720&amp;set=pcb.1483258095597232&amp;__cft__[0]=AZUUQ-D7ltJ_maxJ1worJvLUYl6qpkT5ummrqlKVmpwoJThOe77G9bPJbBlgXJ0TwD4YNmONeIHTtbYdaOOo2yuTgD2jPpX9moqNnBz09Bx3XggWNsdOZP4DdsZGK7Vh21G7s2pQqmAIcQvAXPVG6xkLvwbacC35tyDcudFeVjmxTXy_9-kKBoY8U1Xhu27clXzHRIPxElgKLdyGV1MGqyAi2AHdpyRs74JK1DJ95MGRwhQYy_o8pu70lb4JnH1fadz0LaVE5f1iNtD03dlKQ1oh&amp;__tn__=*bH-y-R,https://www.facebook.com/photo/?fbid=989767795907380&amp;set=pcb.1483258095597232&amp;__cft__[0]=AZUUQ-D7ltJ_maxJ1worJvLUYl6qpkT5ummrqlKVmpwoJThOe77G9bPJbBlgXJ0TwD4YNmONeIHTtbYdaOOo2yuTgD2jPpX9moqNnBz09Bx3XggWNsdOZP4DdsZGK7Vh21G7s2pQqmAIcQvAXPVG6xkLvwbacC35tyDcudFeVjmxTXy_9-kKBoY8U1Xhu27clXzHRIPxElgKLdyGV1MGqyAi2AHdpyRs74JK1DJ95MGRwhQYy_o8pu70lb4JnH1fadz0LaVE5f1iNtD03dlKQ1oh&amp;__tn__=*bH-y-R",1504083032972281
"Carlos Alberto Marquez De Ramírez	2 d	  ·	Me ubico en el fraccionamiento las villas	Me gusta	Comentar	Compartir		Escribe un comentario público…","https://www.facebook.com/photo/?fbid=1596246724510011&amp;set=gm.1109306423522320&amp;idorvanity=443342110118758&amp;__cft__[0]=AZUsLUQmaUWXQW_iQjl9kKeDAiFGytEE_hEeN4T4AYaLZu4d85bC7ppFUFezyTffgDbcsu6JztDrQlq3zkEXDi4q5ex5Ht4ypQ8vXIw01BBO4sM7kOjyn640WywFrGwhuUNR5u0nUIUUaS-k38Ob5bAqFCBBuwFziFF-tNVYGRsQBS2VT_9JuNTY_paQGKF-BX7XY5RNVxN6CgUSNb8uIOF9&amp;__tn__=EH-R",443342110118758
"Carlos Alberto Marquez De Ramírez	2 d	  ·	Me ubico en el fraccionamiento las villas	Me gusta	Comentar	Compartir		Escribe un comentario público…","https://www.facebook.com/photo/?fbid=1596247291176621&amp;set=gm.1130730271403970&amp;idorvanity=866327981177535&amp;__cft__[0]=AZUaLkeSNt6OtxGh4cQ4hY_yLmLjey2IgBrEoUm07StZJyl7_BgXEC2FP-bb4jqAX_ySwlFaamLiJLAOJq9XLz3Sb6DLGKFLALwoZUd9wZMoPBjuqHXTMUIMOlhVgOwMwC9fly_BKv_f2VJNxdd0ZKGgRuxf2Zk_wFKPyAB4wl7oD1eeqbQrsQ7IgL78LdMILV0SxOydb70hFNGpLXVyhp5l&amp;__tn__=EH-R",866327981177535
"Carlos Alberto Marquez De Ramírez	2 d	  ·	Me ubico en el fraccionamiento las villas	Todas las reacciones:	1	1	Me gusta	Comentar	Compartir		Escribe un comentario público…","https://www.facebook.com/photo/?fbid=1596249944509689&amp;set=gm.974877004011302&amp;idorvanity=418378306327844&amp;__cft__[0]=AZXTafdsjVcTWEq66C9Lp8-1uZt6RTuupHkAi9CED_bD8wT_aAbW1x-uLOXvhkpyNTApHbEmRURNk4TC51TplKw6vqfiGDO3YiA3IQpR5DgxhDxqXHkzfvw0mr92cd3yXcQlgEstCXxWLveai7QNytSkS9-gSoihYm0iQhUAS3FW1k6I2tz1rsV52R8UmxAFiUZi7wQ2glCAJMc2y-x2c_aP&amp;__tn__=EH-R",418378306327844
